year,month,day,hour,is_weekends,temp,rhum,wc,total
2022,8,13,5,True,20.2,59.0,Fair,51
2022,8,13,6,True,19.6,57.0,Fair,92
2022,8,13,7,True,19.6,51.0,Fair,244
2022,8,13,8,True,17.9,63.0,Fair,384
2022,8,13,9,True,17.9,63.0,Fair,661
2022,8,13,10,True,17.9,63.0,Fair,857
2022,8,13,11,True,19.6,57.0,Fair,1016
2022,8,13,12,True,21.8,49.0,Fair,1172
2022,8,13,13,True,21.8,49.0,Fair,1174
2022,8,13,14,True,24.6,43.0,Fair,1207
2022,8,13,15,True,25.7,39.0,Fair,1209
2022,8,13,16,True,26.3,35.0,Fair,1167
2022,8,13,17,True,26.8,33.0,Fair,1110
2022,8,13,18,True,26.8,33.0,Fair,957
2022,8,13,19,True,27.9,29.0,Fair,797
2022,8,13,20,True,28.5,28.0,Fair,649
2022,8,13,21,True,27.9,29.0,Fair,483
2022,8,13,22,True,26.8,32.0,Fair,521
2022,8,13,23,True,26.8,28.0,Fair,373
2022,8,14,0,True,24.6,43.0,Fair,242
2022,8,14,1,True,24.0,50.0,Cloudy,189
2022,8,14,2,True,24.0,50.0,Cloudy,117
2022,8,14,3,True,22.4,59.0,Cloudy,60
2022,8,14,4,True,21.8,61.0,Cloudy,19
2022,8,14,5,True,22.4,53.0,Cloudy,34
2022,8,14,6,True,21.3,59.0,Cloudy,78
2022,8,14,7,True,21.3,57.0,Cloudy,196
2022,8,14,8,True,21.3,57.0,Cloudy,351
2022,8,14,9,True,21.3,61.0,Cloudy,570
2022,8,14,10,True,21.3,61.0,Overcast,898
2022,8,14,11,True,20.7,57.0,Cloudy,1053
2022,8,14,12,True,22.9,64.0,Cloudy,1038
2022,8,14,13,True,22.9,64.0,Cloudy,1110
2022,8,14,14,True,25.7,54.0,Cloudy,1048
2022,8,14,15,True,26.3,42.0,Cloudy,1086
2022,8,14,16,True,27.4,38.0,Cloudy,1030
2022,8,14,17,True,27.9,40.0,Cloudy,948
2022,8,14,18,True,27.9,40.0,Cloudy,490
2022,8,14,19,True,26.3,42.0,Cloudy,483
2022,8,14,20,True,26.3,42.0,Cloudy,258
2022,8,14,21,True,25.7,47.0,Cloudy,224
2022,8,14,22,True,25.7,47.0,Overcast,131
2022,8,14,23,True,21.8,71.0,Overcast,66
2022,8,15,0,False,21.8,71.0,Overcast,21
2022,8,15,1,False,21.8,71.0,Overcast,16
2022,8,15,2,False,21.8,76.0,Overcast,14
2022,8,15,3,False,21.3,81.0,Overcast,16
2022,8,15,4,False,20.2,81.0,Rain,26
2022,8,15,5,False,20.2,81.0,Rain,70
2022,8,15,6,False,20.2,84.0,Rain,219
2022,8,15,7,False,20.2,81.0,Rain,439
2022,8,15,8,False,20.2,81.0,Light Rain,750
2022,8,15,9,False,20.2,84.0,Light Rain,515
2022,8,15,10,False,20.7,82.0,Light Rain,441
2022,8,15,11,False,20.7,82.0,Light Rain,572
2022,8,15,12,False,20.2,87.0,Light Rain,591
2022,8,15,13,False,20.7,84.0,Light Rain,591
2022,8,15,14,False,21.8,79.0,Light Rain,558
2022,8,15,15,False,23.5,69.0,Overcast,639
2022,8,15,16,False,24.0,69.0,Overcast,691
2022,8,15,17,False,24.0,69.0,Overcast,1193
2022,8,15,18,False,24.0,67.0,Overcast,1223
2022,8,15,19,False,23.5,71.0,Overcast,794
2022,8,15,20,False,22.4,81.0,Overcast,591
2022,8,15,21,False,22.4,81.0,Overcast,387
2022,8,15,22,False,22.4,73.0,Cloudy,360
2022,8,15,23,False,21.8,76.0,Cloudy,141
2022,8,16,0,False,20.7,78.0,Cloudy,64
2022,8,16,1,False,20.7,78.0,Cloudy,11
2022,8,16,2,False,20.2,78.0,Cloudy,14
2022,8,16,3,False,19.6,84.0,Overcast,18
2022,8,16,4,False,19.6,81.0,Cloudy,26
2022,8,16,5,False,20.2,81.0,Overcast,96
2022,8,16,6,False,19.6,84.0,Overcast,272
2022,8,16,7,False,19.6,84.0,Overcast,584
2022,8,16,8,False,19.6,84.0,Overcast,972
2022,8,16,9,False,20.2,84.0,Overcast,657
2022,8,16,10,False,20.2,84.0,Overcast,513
2022,8,16,11,False,20.7,82.0,Cloudy,567
2022,8,16,12,False,21.8,71.0,Cloudy,628
2022,8,16,13,False,21.8,71.0,Cloudy,592
2022,8,16,14,False,25.2,54.0,Cloudy,638
2022,8,16,15,False,25.2,54.0,Cloudy,738
2022,8,16,16,False,26.8,46.0,Cloudy,967
2022,8,16,17,False,26.8,46.0,Cloudy,1561
2022,8,16,18,False,26.8,42.0,Cloudy,1504
2022,8,16,19,False,27.4,40.0,Cloudy,1088
2022,8,16,20,False,26.8,41.0,Cloudy,780
2022,8,16,21,False,26.8,41.0,Cloudy,539
2022,8,16,22,False,26.8,41.0,Fair,389
2022,8,16,23,False,24.6,47.0,Fair,251
2022,8,17,0,False,24.6,47.0,Fair,97
2022,8,17,1,False,23.5,55.0,Fair,33
2022,8,17,2,False,22.4,66.0,Fair,16
2022,8,17,3,False,22.4,66.0,Fair,18
2022,8,17,4,False,21.8,68.0,Fair,21
2022,8,17,5,False,21.8,68.0,Fair,87
2022,8,17,6,False,20.2,78.0,Cloudy,271
2022,8,17,7,False,18.5,87.0,Cloudy,591
2022,8,17,8,False,18.5,87.0,Fair,1039
2022,8,17,9,False,18.5,87.0,Fair,711
2022,8,17,10,False,19.0,84.0,Fair,548
2022,8,17,11,False,20.2,81.0,Fair,575
2022,8,17,12,False,20.2,81.0,Fair,686
2022,8,17,13,False,24.0,67.0,Fair,699
2022,8,17,14,False,25.2,58.0,Fair,608
2022,8,17,15,False,25.2,58.0,Fair,745
2022,8,17,16,False,27.4,46.0,Fair,932
2022,8,17,17,False,27.4,46.0,Cloudy,1343
2022,8,17,18,False,28.5,43.0,Cloudy,1236
2022,8,17,19,False,29.0,42.0,Cloudy,998
2022,8,17,20,False,29.0,42.0,Cloudy,548
2022,8,17,21,False,27.9,49.0,Cloudy,479
2022,8,17,22,False,24.0,56.0,Cloudy,356
2022,8,17,23,False,22.9,67.0,Cloudy,185
2022,8,18,0,False,21.3,76.0,Fair,89
2022,8,18,1,False,20.2,75.0,Fair,41
2022,8,18,2,False,20.7,73.0,Fair,25
2022,8,18,3,False,20.7,73.0,Fair,15
2022,8,18,4,False,20.2,75.0,Fair,29
2022,8,18,5,False,19.6,84.0,Fair,67
2022,8,18,6,False,18.5,84.0,Fair,262
2022,8,18,7,False,18.5,84.0,Fair,546
2022,8,18,8,False,17.9,84.0,Fair,953
2022,8,18,9,False,17.9,81.0,Fair,639
2022,8,18,10,False,17.9,81.0,Fair,504
2022,8,18,11,False,20.2,73.0,Fair,578
2022,8,18,12,False,21.8,68.0,Fair,629
2022,8,18,13,False,21.8,68.0,Fair,606
2022,8,18,14,False,25.7,58.0,Fair,717
2022,8,18,15,False,26.8,49.0,Fair,779
2022,8,18,16,False,27.9,44.0,Fair,1011
2022,8,18,17,False,27.9,44.0,Fair,1494
2022,8,18,18,False,29.6,39.0,Fair,1427
2022,8,18,19,False,29.0,39.0,Fair,1092
2022,8,18,20,False,30.2,36.0,Cloudy,797
2022,8,18,21,False,29.6,40.0,Cloudy,595
2022,8,18,22,False,29.6,40.0,Cloudy,464
2022,8,18,23,False,27.9,43.0,Fair,208
2022,8,19,0,False,26.3,45.0,Fair,122
2022,8,19,1,False,25.7,49.0,Fair,71
2022,8,19,2,False,25.7,49.0,Fair,38
2022,8,19,3,False,23.5,71.0,Fair,16
2022,8,19,4,False,22.9,79.0,Fair,21
2022,8,19,5,False,22.4,81.0,Fair,78
2022,8,19,6,False,22.4,81.0,Fair,225
2022,8,19,7,False,22.4,81.0,Fair,462
2022,8,19,8,False,21.8,84.0,Fair,753
2022,8,19,9,False,21.3,84.0,Fair,591
2022,8,19,10,False,21.3,87.0,Fair,508
2022,8,19,11,False,22.9,82.0,Fair,604
2022,8,19,12,False,22.9,82.0,Fair,724
2022,8,19,13,False,25.2,74.0,Fair,716
2022,8,19,14,False,26.8,69.0,Fair,756
2022,8,19,15,False,26.8,69.0,Fair,868
2022,8,19,16,False,28.5,59.0,Fair,952
2022,8,19,17,False,30.2,51.0,Fair,1160
2022,8,19,18,False,29.6,55.0,Fair,1120
2022,8,19,19,False,30.2,55.0,Cloudy,974
2022,8,19,20,False,30.2,51.0,Cloudy,682
2022,8,19,21,False,30.2,51.0,Cloudy,495
2022,8,19,22,False,28.5,59.0,Cloudy,437
2022,8,19,23,False,27.4,60.0,Cloudy,366
2022,8,20,0,True,27.4,60.0,Cloudy,277
2022,8,20,1,True,26.3,67.0,Cloudy,204
2022,8,20,2,True,25.7,69.0,Cloudy,126
2022,8,20,3,True,25.2,71.0,Cloudy,59
2022,8,20,4,True,24.6,74.0,Cloudy,38
2022,8,20,5,True,23.5,74.0,Cloudy,41
2022,8,20,6,True,22.9,76.0,Cloudy,93
2022,8,20,7,True,22.9,76.0,Cloudy,235
2022,8,20,8,True,22.4,79.0,Cloudy,399
2022,8,20,9,True,22.4,79.0,Cloudy,666
2022,8,20,10,True,21.8,84.0,Cloudy,826
2022,8,20,11,True,22.4,87.0,Cloudy,1055
2022,8,20,12,True,22.4,87.0,Cloudy,1058
2022,8,20,13,True,25.7,72.0,Fair,1132
2022,8,20,14,True,25.7,72.0,Fair,1081
2022,8,20,15,True,29.0,55.0,Fair,1026
2022,8,20,16,True,29.0,55.0,Fair,1049
2022,8,20,17,True,29.6,51.0,Cloudy,1038
2022,8,20,18,True,30.7,50.0,Cloudy,972
2022,8,20,19,True,31.3,48.0,Cloudy,951
2022,8,20,20,True,30.7,52.0,Cloudy,577
2022,8,20,21,True,30.7,52.0,Cloudy,547
2022,8,20,22,True,29.6,51.0,Cloudy,433
2022,8,20,23,True,28.5,57.0,Cloudy,335
2022,8,21,0,True,27.9,59.0,Cloudy,280
2022,8,21,1,True,26.8,61.0,Cloudy,201
2022,8,21,2,True,24.6,77.0,Cloudy,132
2022,8,21,3,True,24.6,77.0,Cloudy,66
2022,8,21,4,True,24.0,82.0,Cloudy,26
2022,8,21,5,True,22.9,88.0,Cloudy,33
2022,8,21,6,True,22.9,91.0,Cloudy,75
2022,8,21,7,True,22.9,91.0,Cloudy,189
2022,8,21,8,True,22.4,90.0,Cloudy,340
2022,8,21,9,True,22.4,90.0,Cloudy,543
2022,8,21,10,True,22.4,90.0,Cloudy,802
2022,8,21,11,True,22.4,94.0,Overcast,924
2022,8,21,12,True,22.9,94.0,Light Rain,882
2022,8,21,13,True,24.6,85.0,Light Rain,635
2022,8,21,14,True,25.7,74.0,Light Rain,564
2022,8,21,15,True,25.7,74.0,Light Rain,730
2022,8,21,16,True,26.8,69.0,Cloudy,713
2022,8,21,17,True,25.2,82.0,Overcast,809
2022,8,21,18,True,25.2,82.0,Overcast,719
2022,8,21,19,True,25.7,79.0,Overcast,423
2022,8,21,20,True,25.7,79.0,Overcast,267
2022,8,21,21,True,26.3,74.0,Overcast,224
2022,8,21,22,True,25.7,79.0,Light Rain,156
2022,8,21,23,True,25.7,77.0,Rain,104
2022,8,22,0,False,24.6,85.0,Rain,40
2022,8,22,1,False,23.5,90.0,Rain,24
2022,8,22,2,False,22.9,91.0,Rain,26
2022,8,22,3,False,22.4,94.0,Rain,10
2022,8,22,4,False,22.9,94.0,Rain,18
2022,8,22,5,False,22.9,94.0,Rain,79
2022,8,22,6,False,22.9,94.0,Rain,196
2022,8,22,7,False,22.9,94.0,Light Rain,479
2022,8,22,8,False,22.9,94.0,Light Rain,723
2022,8,22,9,False,22.9,94.0,Overcast,507
2022,8,22,10,False,22.9,97.0,Overcast,425
2022,8,22,11,False,23.5,94.0,Overcast,406
2022,8,22,12,False,24.0,91.0,Overcast,611
2022,8,22,13,False,24.0,91.0,Overcast,612
2022,8,22,14,False,24.0,91.0,Cloudy,562
2022,8,22,15,False,24.6,88.0,Cloudy,726
2022,8,22,16,False,25.7,82.0,Rain,864
2022,8,22,17,False,25.7,79.0,Light Rain,1248
2022,8,22,18,False,28.5,65.0,Light Rain,1133
2022,8,22,19,False,28.5,63.0,Heavy Rain Shower,441
2022,8,22,20,False,28.5,63.0,Heavy Rain Shower,421
2022,8,22,21,False,29.0,61.0,Cloudy,278
2022,8,22,22,False,27.9,65.0,Cloudy,185
2022,8,22,23,False,27.9,65.0,Cloudy,124
2022,8,23,0,False,25.2,69.0,Cloudy,47
2022,8,23,1,False,25.7,77.0,Cloudy,34
2022,8,23,2,False,24.0,82.0,Fair,13
2022,8,23,3,False,24.6,71.0,Fair,11
2022,8,23,4,False,23.5,76.0,Heavy Rain Shower,16
2022,8,23,5,False,22.9,76.0,Fair,87
2022,8,23,6,False,22.9,76.0,Cloudy,272
2022,8,23,7,False,22.4,73.0,Fair,666
2022,8,23,8,False,22.9,71.0,Fair,1038
2022,8,23,9,False,22.4,73.0,Fair,644
2022,8,23,10,False,22.4,73.0,Fair,488
2022,8,23,11,False,22.4,73.0,Fair,518
2022,8,23,12,False,24.6,69.0,Fair,628
2022,8,23,13,False,25.7,62.0,Fair,569
2022,8,23,14,False,26.8,61.0,Fair,582
2022,8,23,15,False,27.9,55.0,Fair,655
2022,8,23,16,False,27.9,55.0,Fair,934
2022,8,23,17,False,29.6,50.0,Cloudy,1495
2022,8,23,18,False,30.7,45.0,Cloudy,1425
2022,8,23,19,False,31.3,42.0,Cloudy,1092
2022,8,23,20,False,29.6,43.0,Cloudy,775
2022,8,23,21,False,29.6,43.0,Cloudy,490
2022,8,23,22,False,29.0,43.0,Cloudy,356
2022,8,23,23,False,29.0,43.0,Fair,301
2022,8,24,0,False,26.8,51.0,Fair,96
2022,8,24,1,False,26.8,51.0,Fair,25
2022,8,24,2,False,24.6,60.0,Fair,21
2022,8,24,3,False,24.6,60.0,Fair,16
2022,8,24,4,False,23.5,62.0,Fair,19
2022,8,24,5,False,23.5,62.0,Fair,92
2022,8,24,6,False,22.4,66.0,Fair,236
2022,8,24,7,False,21.8,66.0,Fair,665
2022,8,24,8,False,21.3,71.0,Fair,1069
2022,8,24,9,False,20.7,73.0,Fair,683
2022,8,24,10,False,20.7,73.0,Fair,489
2022,8,24,11,False,22.4,71.0,Fair,460
2022,8,24,12,False,24.0,64.0,Fair,573
2022,8,24,13,False,26.8,54.0,Fair,538
2022,8,24,14,False,28.5,55.0,Fair,545
2022,8,24,15,False,28.5,55.0,Fair,705
2022,8,24,16,False,30.2,48.0,Fair,911
2022,8,24,17,False,31.3,44.0,Fair,1491
2022,8,24,18,False,31.3,41.0,Cloudy,1439
2022,8,24,19,False,31.3,41.0,Cloudy,1099
2022,8,24,20,False,31.3,41.0,Cloudy,719
2022,8,24,21,False,31.3,41.0,Cloudy,530
2022,8,24,22,False,29.6,45.0,Cloudy,356
2022,8,24,23,False,27.9,48.0,Fair,214
2022,8,25,0,False,26.8,51.0,Fair,95
2022,8,25,1,False,26.8,51.0,Fair,36
2022,8,25,2,False,25.2,60.0,Fair,31
2022,8,25,3,False,25.2,60.0,Fair,16
2022,8,25,4,False,24.6,77.0,Fair,21
2022,8,25,5,False,24.6,77.0,Fair,84
2022,8,25,6,False,23.5,71.0,Fair,254
2022,8,25,7,False,22.4,76.0,Fair,608
2022,8,25,8,False,22.4,73.0,Fair,949
2022,8,25,9,False,22.4,73.0,Fair,686
2022,8,25,10,False,22.4,73.0,Fair,457
2022,8,25,11,False,24.0,77.0,Fair,492
2022,8,25,12,False,25.7,69.0,Fair,571
2022,8,25,13,False,26.8,65.0,Fair,567
2022,8,25,14,False,28.5,53.0,Fair,550
2022,8,25,15,False,28.5,53.0,Fair,593
2022,8,25,16,False,30.7,52.0,Fair,826
2022,8,25,17,False,31.3,52.0,Cloudy,1362
2022,8,25,18,False,30.7,52.0,Cloudy,1316
2022,8,25,19,False,30.7,52.0,Cloudy,1006
2022,8,25,20,False,30.2,53.0,Cloudy,655
2022,8,25,21,False,29.6,57.0,Cloudy,546
2022,8,25,22,False,28.5,63.0,Cloudy,424
2022,8,25,23,False,27.4,70.0,Cloudy,262
2022,8,26,0,False,27.4,70.0,Cloudy,134
2022,8,26,1,False,26.8,72.0,Cloudy,58
2022,8,26,2,False,26.8,72.0,Cloudy,36
2022,8,26,3,False,25.7,77.0,Cloudy,19
2022,8,26,4,False,24.6,82.0,Cloudy,22
2022,8,26,5,False,24.6,82.0,Cloudy,90
2022,8,26,6,False,24.0,85.0,Cloudy,217
2022,8,26,7,False,23.5,88.0,Fair,498
2022,8,26,8,False,22.9,91.0,Fair,765
2022,8,26,9,False,22.9,91.0,Fair,572
2022,8,26,10,False,22.9,91.0,Fair,528
2022,8,26,11,False,24.0,88.0,Fair,568
2022,8,26,12,False,25.7,79.0,Fair,679
2022,8,26,13,False,26.8,77.0,Fair,683
2022,8,26,14,False,28.5,70.0,Fair,706
2022,8,26,15,False,28.5,70.0,Fair,835
2022,8,26,16,False,31.8,44.0,Fair,1009
2022,8,26,17,False,32.4,41.0,Fair,1201
2022,8,26,18,False,31.8,42.0,Cloudy,1111
2022,8,26,19,False,32.9,40.0,Cloudy,954
2022,8,26,20,False,32.9,40.0,Cloudy,658
2022,8,26,21,False,31.3,42.0,Cloudy,571
2022,8,26,22,False,31.3,42.0,Cloudy,457
2022,8,26,23,False,31.3,42.0,Cloudy,384
2022,8,27,0,True,30.2,48.0,Cloudy,312
2022,8,27,1,True,26.8,74.0,Cloudy,230
2022,8,27,2,True,27.4,63.0,Cloudy,120
2022,8,27,3,True,26.3,71.0,Cloudy,70
2022,8,27,4,True,26.3,79.0,Fair,27
2022,8,27,5,True,26.3,79.0,Cloudy,25
2022,8,27,6,True,24.0,82.0,Cloudy,102
2022,8,27,7,True,24.0,74.0,Cloudy,254
2022,8,27,8,True,22.9,79.0,Cloudy,471
2022,8,27,9,True,22.9,79.0,Cloudy,651
2022,8,27,10,True,22.9,79.0,Cloudy,920
2022,8,27,11,True,24.6,74.0,Cloudy,1012
2022,8,27,12,True,26.3,67.0,Fair,1146
2022,8,27,13,True,26.8,65.0,Fair,1088
2022,8,27,14,True,27.9,61.0,Fair,1090
2022,8,27,15,True,27.9,61.0,Fair,1043
2022,8,27,16,True,30.2,53.0,Fair,977
2022,8,27,17,True,30.7,52.0,Fair,1070
2022,8,27,18,True,31.8,47.0,Fair,1009
2022,8,27,19,True,31.8,47.0,Cloudy,846
2022,8,27,20,True,30.7,52.0,Cloudy,592
2022,8,27,21,True,30.2,55.0,Cloudy,502
2022,8,27,22,True,29.0,59.0,Cloudy,440
2022,8,27,23,True,27.9,63.0,Cloudy,372
2022,8,28,0,True,27.9,63.0,Fair,288
2022,8,28,1,True,26.8,65.0,Fair,235
2022,8,28,2,True,25.7,74.0,Fair,153
2022,8,28,3,True,26.3,67.0,Fair,70
2022,8,28,4,True,26.3,67.0,Fair,20
2022,8,28,5,True,25.2,74.0,Fair,27
2022,8,28,6,True,24.6,77.0,Fair,76
2022,8,28,7,True,24.0,85.0,Fair,152
2022,8,28,8,True,24.6,82.0,Fair,373
2022,8,28,9,True,22.9,91.0,Fair,584
2022,8,28,10,True,22.9,91.0,Fair,892
2022,8,28,11,True,24.0,82.0,Fair,938
2022,8,28,12,True,25.7,79.0,Fair,946
2022,8,28,13,True,25.7,79.0,Fair,1060
2022,8,28,14,True,27.4,74.0,Fair,911
2022,8,28,15,True,28.5,65.0,Fair,940
2022,8,28,16,True,30.7,59.0,Fair,911
2022,8,28,17,True,30.2,59.0,Cloudy,874
2022,8,28,18,True,31.3,54.0,Cloudy,828
2022,8,28,19,True,31.3,54.0,Cloudy,723
2022,8,28,20,True,32.4,50.0,Cloudy,504
2022,8,28,21,True,32.4,50.0,Cloudy,342
2022,8,28,22,True,30.7,59.0,Cloudy,232
2022,8,28,23,True,30.7,59.0,Cloudy,133
2022,8,29,0,False,27.9,70.0,Fair,55
2022,8,29,1,False,26.8,77.0,Fair,19
2022,8,29,2,False,26.3,76.0,Fair,15
2022,8,29,3,False,25.7,79.0,Fair,13
2022,8,29,4,False,25.7,79.0,Fair,18
2022,8,29,5,False,24.6,88.0,Fair,90
2022,8,29,6,False,24.6,88.0,Fair,251
2022,8,29,7,False,24.6,88.0,Fair,590
2022,8,29,8,False,24.0,91.0,Fair,862
2022,8,29,9,False,24.0,91.0,Fair,585
2022,8,29,10,False,23.5,94.0,Fair,437
2022,8,29,11,False,24.6,90.0,Cloudy,465
2022,8,29,12,False,25.7,85.0,Cloudy,577
2022,8,29,13,False,27.4,67.0,Fair,537
2022,8,29,14,False,27.4,67.0,Fair,443
2022,8,29,15,False,30.2,59.0,Fair,649
2022,8,29,16,False,30.2,59.0,Fair,842
2022,8,29,17,False,32.4,52.0,Cloudy,1233
2022,8,29,18,False,32.4,52.0,Cloudy,1222
2022,8,29,19,False,32.4,52.0,Cloudy,965
2022,8,29,20,False,32.4,50.0,Cloudy,593
2022,8,29,21,False,31.3,57.0,Cloudy,384
2022,8,29,22,False,30.7,55.0,Fair,283
2022,8,29,23,False,30.7,55.0,Fair,142
2022,8,30,0,False,28.5,65.0,Fair,57
2022,8,30,1,False,27.4,70.0,Fair,19
2022,8,30,2,False,26.8,77.0,Fair,15
2022,8,30,3,False,26.8,77.0,Fair,11
2022,8,30,4,False,26.3,79.0,Fair,22
2022,8,30,5,False,25.2,85.0,Fair,94
2022,8,30,6,False,24.6,88.0,Fair,292
2022,8,30,7,False,24.6,88.0,Fair,717
2022,8,30,8,False,24.0,91.0,Fair,1061
2022,8,30,9,False,24.0,91.0,Fair,631
2022,8,30,10,False,24.0,91.0,Fair,450
2022,8,30,11,False,24.6,88.0,Fair,438
2022,8,30,12,False,24.6,88.0,Fair,532
2022,8,30,13,False,26.3,82.0,Fair,502
2022,8,30,14,False,30.2,65.0,Fair,474
2022,8,30,15,False,32.4,52.0,Fair,720
2022,8,30,16,False,32.4,52.0,Fair,597
2022,8,30,17,False,34.0,46.0,Fair,301
2022,8,30,18,False,34.0,41.0,Cloudy,816
2022,8,30,19,False,34.0,41.0,Cloudy,796
2022,8,30,20,False,24.6,74.0,Heavy Rain Shower,558
2022,8,30,21,False,22.9,91.0,Rain,425
2022,8,30,22,False,22.9,91.0,Light Rain,330
2022,8,30,23,False,23.5,90.0,Light Rain,150
2022,8,31,0,False,24.0,85.0,Cloudy,48
2022,8,31,1,False,23.5,88.0,Cloudy,27
2022,8,31,2,False,23.5,88.0,Cloudy,11
2022,8,31,3,False,23.5,88.0,Cloudy,8
2022,8,31,4,False,23.5,88.0,Cloudy,18
2022,8,31,5,False,22.9,82.0,Cloudy,113
2022,8,31,6,False,22.4,79.0,Fair,292
2022,8,31,7,False,21.8,79.0,Fair,709
2022,8,31,8,False,21.8,79.0,Fair,1092
2022,8,31,9,False,21.8,76.0,Fair,634
2022,8,31,10,False,20.7,78.0,Fair,473
2022,8,31,11,False,22.4,73.0,Fair,504
2022,8,31,12,False,24.6,62.0,Fair,587
2022,8,31,13,False,24.6,62.0,Fair,543
2022,8,31,14,False,26.8,47.0,Fair,571
2022,8,31,15,False,27.4,46.0,Fair,698
2022,8,31,16,False,27.9,44.0,Fair,912
2022,8,31,17,False,27.9,41.0,Fair,1534
2022,8,31,18,False,27.9,41.0,Fair,1453
2022,8,31,19,False,29.6,36.0,Cloudy,1104
2022,8,31,20,False,29.0,36.0,Cloudy,750
2022,8,31,21,False,29.0,36.0,Cloudy,573
2022,8,31,22,False,28.5,36.0,Cloudy,416
2022,8,31,23,False,27.4,40.0,Fair,195
2022,9,1,0,False,25.7,45.0,Fair,87
2022,9,1,1,False,25.7,45.0,Fair,37
2022,9,1,2,False,24.0,50.0,Fair,10
2022,9,1,3,False,24.0,50.0,Fair,8
2022,9,1,4,False,23.5,50.0,Fair,20
2022,9,1,5,False,22.4,55.0,Fair,88
2022,9,1,6,False,21.3,61.0,Fair,230
2022,9,1,7,False,20.7,64.0,Fair,629
2022,9,1,8,False,20.7,64.0,Fair,964
2022,9,1,9,False,19.6,68.0,Fair,632
2022,9,1,10,False,19.0,73.0,Fair,479
2022,9,1,11,False,21.8,61.0,Fair,543
2022,9,1,12,False,24.6,54.0,Fair,570
2022,9,1,13,False,24.6,54.0,Fair,596
2022,9,1,14,False,27.9,46.0,Fair,619
2022,9,1,15,False,28.5,43.0,Fair,708
2022,9,1,16,False,29.6,40.0,Fair,948
2022,9,1,17,False,30.7,34.0,Fair,1433
2022,9,1,18,False,30.7,34.0,Fair,1341
2022,9,1,19,False,31.8,30.0,Fair,997
2022,9,1,20,False,31.8,30.0,Fair,707
2022,9,1,21,False,31.3,32.0,Fair,542
2022,9,1,22,False,29.0,39.0,Fair,367
2022,9,1,23,False,29.0,39.0,Fair,223
2022,9,2,0,False,27.4,43.0,Fair,156
2022,9,2,1,False,26.8,46.0,Fair,81
2022,9,2,2,False,26.8,46.0,Fair,37
2022,9,2,3,False,24.6,58.0,Fair,17
2022,9,2,4,False,22.9,71.0,Fair,23
2022,9,2,5,False,24.0,67.0,Fair,57
2022,9,2,6,False,22.9,69.0,Fair,192
2022,9,2,7,False,21.3,73.0,Fair,442
2022,9,2,8,False,21.3,73.0,Fair,665
2022,9,2,9,False,20.7,68.0,Fair,627
2022,9,2,10,False,20.7,66.0,Fair,485
2022,9,2,11,False,21.3,61.0,Fair,604
2022,9,2,12,False,22.9,57.0,Fair,718
2022,9,2,13,False,22.9,57.0,Fair,788
2022,9,2,14,False,25.7,54.0,Fair,860
2022,9,2,15,False,27.9,49.0,Fair,912
2022,9,2,16,False,29.0,48.0,Cloudy,1026
2022,9,2,17,False,29.6,46.0,Cloudy,1135
2022,9,2,18,False,29.6,46.0,Cloudy,1135
2022,9,2,19,False,30.2,43.0,Cloudy,874
2022,9,2,20,False,30.2,43.0,Cloudy,629
2022,9,2,21,False,29.0,46.0,Cloudy,464
2022,9,2,22,False,29.0,46.0,Cloudy,404
2022,9,2,23,False,27.9,55.0,Cloudy,305
2022,9,3,0,True,26.8,58.0,Cloudy,208
2022,9,3,1,True,25.2,67.0,Cloudy,183
2022,9,3,2,True,24.0,71.0,Cloudy,102
2022,9,3,3,True,24.0,71.0,Cloudy,66
2022,9,3,4,True,23.5,71.0,Cloudy,32
2022,9,3,5,True,22.4,79.0,Cloudy,40
2022,9,3,6,True,22.4,79.0,Cloudy,106
2022,9,3,7,True,22.4,79.0,Cloudy,251
2022,9,3,8,True,22.4,79.0,Cloudy,371
2022,9,3,9,True,22.4,79.0,Cloudy,601
2022,9,3,10,True,22.4,79.0,Cloudy,809
2022,9,3,11,True,22.4,81.0,Overcast,941
2022,9,3,12,True,24.0,77.0,Overcast,994
2022,9,3,13,True,24.0,77.0,Cloudy,977
2022,9,3,14,True,27.4,67.0,Cloudy,1024
2022,9,3,15,True,27.9,59.0,Cloudy,956
2022,9,3,16,True,29.0,55.0,Cloudy,970
2022,9,3,17,True,29.0,55.0,Cloudy,1020
2022,9,3,18,True,31.3,48.0,Cloudy,1001
2022,9,3,19,True,29.6,55.0,Cloudy,851
2022,9,3,20,True,29.6,55.0,Cloudy,546
2022,9,3,21,True,31.3,48.0,Cloudy,534
2022,9,3,22,True,29.0,57.0,Cloudy,398
2022,9,3,23,True,26.8,51.0,Cloudy,302
2022,9,4,0,True,25.7,54.0,Cloudy,234
2022,9,4,1,True,25.7,54.0,Cloudy,189
2022,9,4,2,True,24.6,66.0,Cloudy,128
2022,9,4,3,True,24.6,66.0,Cloudy,62
2022,9,4,4,True,23.5,76.0,Cloudy,20
2022,9,4,5,True,23.5,76.0,Cloudy,27
2022,9,4,6,True,22.4,81.0,Cloudy,62
2022,9,4,7,True,22.4,81.0,Cloudy,151
2022,9,4,8,True,22.4,81.0,Cloudy,347
2022,9,4,9,True,22.4,81.0,Cloudy,603
2022,9,4,10,True,21.8,84.0,Cloudy,835
2022,9,4,11,True,22.9,85.0,Cloudy,976
